year,week,total.specimens,percent.positive,cough_medicine,flu_clinic,flu_shot,flu_vaccine,flu,influenza,oseltamivir,relenza,tamiflu,zanamivir,flu_symptoms,median_tmax,median_tmin,median_t,total_prcp,humidity,vac_num,vac_effectiveness,all_rate,rate_0_4,rate_5_17,rate_18_49,rate_50_64,rate_65_plus,celcius_median_t,absolute_humidity
2010,50,110.0,19.09,47.35222672,0.0,9.11627907,62.85714286,7.619047619,32.38095238,0.0,0.0,1.0,0,8.827586207000001,36.0,18.0,27.0,1.8,59.0,130.9,60,0.4,0.0,0.0,0.1,0.5,1.4,-2.7777777777777777,2.3575427708705488
2010,51,143.0,31.47,55.01214575,0.0,16.93023256,25.14285714,9.523809523999999,15.23809524,0.0,0.0,1.0,0,3.3103448280000003,36.0,26.0,31.0,0.0,54.0,130.9,60,0.8,0.9,0.0,0.6,0.5,2.5,-0.5555555555555556,2.5202905904395645
2010,52,208.0,49.04,43.0,0.0,6.511627907,22.0,12.38095238,15.0,0.0,0.0,2.1176470590000003,0,15.44827586,37.0,22.0,29.5,0.16,56.5,130.9,60,1.9,1.9,0.3,0.7,0.5,9.3,-1.3888888888888888,2.488634744978914
2011,1,273.0,45.05,76.5,12.0,22.22222222,28.33333333,15.71428571,17.88617886,0.0,0.0,10.0,0,10.98039216,36.0,23.0,29.5,0.17,62.0,130.9,60,2.0,0.0,0.3,0.9,2.3,7.5,-1.3888888888888888,2.730891224578631
2011,2,265.0,38.49,51.0,12.0,9.722222222000001,28.33333333,12.34693878,21.95121951,0.0,0.0,4.0,0,17.84313725,30.0,19.0,24.5,0.54,56.0,130.9,60,1.5,3.7,0.3,0.5,0.8,5.7,-4.166666666666667,2.0276130567457438
2011,3,276.0,51.09,51.0,12.0,4.166666667,17.0,8.979591837000001,32.520325199999995,0.0,0.0,4.0,0,6.8627450979999995,31.0,19.0,25.0,0.75,77.0,130.9,60,1.6,1.9,0.3,1.2,1.0,4.6,-3.8888888888888893,2.8437455622169763
2011,4,239.0,41.84,76.5,12.0,5.555555556,28.33333333,11.2244898,21.13821138,0.0,0.0,5.0,0,21.96078431,31.0,10.0,20.5,0.5,79.0,130.9,60,1.6,3.7,0.0,0.5,0.8,6.8,-6.388888888888889,2.436990119867271
2011,5,287.0,45.99,51.0,60.0,8.333333332999999,17.0,6.734693878,6.5040650410000005,0.0,0.0,5.0,0,12.35294118,28.0,14.0,21.0,1.05,78.0,130.9,60,2.5,4.7,0.6,1.2,1.8,8.9,-6.111111111111112,2.4552225189414894
2011,6,291.0,42.96,21.28104575,13.0,3.2,7.0,11.42857143,6.260869565,0.0,0.0,6.315789474,0,13.53846154,35.0,13.0,24.0,0.26,44.0,130.9,60,2.1,1.9,0.3,1.3,1.3,7.5,-4.444444444444445,1.5618028040764333
2011,7,404.0,48.27,31.92156863,13.0,6.4,14.0,7.619047619,4.52173913,0.0,0.0,6.315789474,0,15.79487179,51.0,23.0,37.0,0.0,38.0,130.9,60,2.7,0.0,0.0,1.5,2.3,11.0,2.7777777777777777,2.2267208816755373
2011,8,363.0,49.59,32.88888889,13.0,3.2,14.0,9.523809523999999,9.391304348,0.0,0.0,5.052631579,0,7.897435897,38.0,15.0,26.5,1.53,69.0,130.9,60,2.9,2.8,0.3,1.7,2.8,9.6,-3.055555555555556,2.7035553725284514
2011,9,326.0,42.02,61.90849673,13.0,3.2,7.0,11.42857143,11.82608696,0.0,0.0,6.315789474,0,6.769230769,42.0,25.0,33.5,0.79,45.0,130.9,60,2.5,0.9,1.5,0.9,3.8,7.1,0.8333333333333334,2.3109150851945692
2011,10,322.0,36.34,33.18857143,0.0,4.0,10.0,10.8,51.42857143,0.0,100.0,10.90909091,0,12.70588235,49.0,34.0,41.5,3.37,60.0,130.9,60,2.6,0.9,0.3,1.5,1.8,10.7,5.277777777777778,4.153013512111603
2011,11,316.0,31.65,11.56571429,0.0,4.0,10.0,8.4,29.77443609,0.0,100.0,5.818181817999999,0,9.529411765,47.0,30.0,38.5,0.39,33.0,130.9,60,2.4,0.0,0.3,1.5,2.0,8.9,3.611111111111111,2.0449071044455764
2011,12,297.0,25.25,21.62285714,0.0,4.0,20.0,9.6,15.33834586,0.0,100.0,7.272727272999999,0,6.352941176,44.0,31.0,37.5,0.19,53.0,130.9,60,1.0,3.7,0.3,0.1,1.0,3.2,3.055555555555556,3.1642393006975795
2011,13,250.0,21.6,21.62285714,0.0,4.0,20.0,7.2,23.45864662,0.0,100.0,6.0,0,7.4117647060000005,47.0,32.0,39.5,0.4,41.0,130.9,60,1.0,0.0,0.6,0.4,1.0,3.9,4.166666666666667,2.6365438703477064
2011,14,188.0,18.62,35.0,13.0,2.666666667,11.0,8.347826087,10.63636364,0.0,0.0,18.66666667,0,7.0,57.0,36.0,46.5,0.31,61.0,130.9,60,0.7,0.9,0.3,0.2,1.0,1.8,8.055555555555555,5.06025127046328
2011,15,162.0,14.81,33.40909091,13.0,2.666666667,44.0,8.347826087,26.0,0.0,0.0,9.333333332999999,0,9.8,61.0,42.0,51.5,2.22,72.5,130.9,60,0.6,0.0,0.3,0.1,0.5,2.5,10.833333333333334,7.178621353795259
2011,16,147.0,14.97,36.59090909,13.0,2.0,11.0,3.130434783,13.0,0.0,0.0,7.0,0,4.2,56.0,43.0,49.5,1.22,73.0,130.9,60,0.6,1.9,0.9,0.1,0.0,2.1,9.722222222222223,6.737366052669291
2011,17,146.0,6.16,35.0,52.0,2.666666667,11.0,4.173913043,15.36363636,0.0,0.0,7.0,0,7.0,72.0,55.0,63.5,0.22,74.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,17.5,11.028664624748949
2011,18,123.0,0.81,19.34065934,13.0,2.0,0.0,4.545454545,18.28125,0.0,0.0,1.0,100,1.6666666669999999,70.0,43.0,56.5,0.43,65.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,13.611111111111112,7.651837234812999
2011,19,115.0,0.0,16.0,13.0,10.0,0.0,5.454545455,19.6875,0.0,0.0,1.0,100,5.0,72.0,52.0,62.0,0.11,62.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,16.666666666666668,8.790177266021352
2011,20,132.0,0.0,19.34065934,65.0,2.0,0.0,2.727272727,12.65625,0.0,0.0,5.0,100,2.5,68.0,53.0,60.5,2.73,81.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,15.833333333333334,10.920987429502295
2011,21,118.0,2.54,20.21978022,13.0,2.0,0.0,3.6363636360000013,12.65625,0.0,0.0,1.0,100,2.5,81.0,57.0,69.0,0.29,77.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,20.555555555555557,13.743160138522475
2011,22,130.0,0.0,21.098901100000006,13.0,2.0,0.0,3.6363636360000013,26.71875,0.0,0.0,1.0,100,3.333333333,84.0,66.0,75.0,0.74,51.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,23.88888888888889,11.027662238289901
2011,23,94.0,0.0,18.80291971,0.0,0.0,0.0,4.8,6.0,0.0,0.0,0.0,0,2.1818181819999998,86.0,61.0,73.5,1.94,71.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,23.055555555555557,14.640096916304842
2011,24,104.0,0.0,54.77372263,0.0,0.0,0.0,2.4,6.0,0.0,0.0,0.0,0,1.454545455,75.0,57.0,66.0,1.86,71.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,18.88888888888889,11.491478216027247
2011,25,108.0,0.0,17.98540146,0.0,0.0,0.0,2.4,18.0,0.0,0.0,0.0,0,1.454545455,81.0,59.0,70.0,1.6,77.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,21.11111111111111,14.194605802973044
2011,26,108.0,0.0,20.437956200000002,0.0,0.0,0.0,2.4,10.0,0.0,0.0,0.0,0,2.9090909089999997,83.0,64.0,73.5,0.03,61.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,23.055555555555557,12.578111435135146
2011,27,108.0,0.0,8.0,0.0,0.0,32.75862069,1.0,3.797468354,0.0,0.0,0.0,0,3.333333333,88.0,67.0,77.5,0.73,66.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,25.27777777777778,15.436299803858308
2011,28,14.0,0.0,8.0,0.0,0.0,32.75862069,3.0,6.0,0.0,0.0,0.0,0,1.6666666669999999,89.0,63.0,76.0,0.06,48.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,24.444444444444446,10.711066191099894
2011,29,14.0,0.0,20.0,0.0,0.0,19.0,3.0,7.215189873,0.0,0.0,0.0,0,2.5,92.0,72.0,82.0,0.01,62.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,27.77777777777778,16.666237322796558
2011,30,14.0,0.0,20.0,0.0,0.0,29.48275862,1.0,8.734177215,0.0,0.0,0.0,0,2.0,85.0,67.0,76.0,0.6,70.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,24.444444444444446,15.62030486202068
2011,31,14.0,0.0,8.0,0.0,0.0,19.0,2.0,10.25316456,0.0,0.0,0.0,0,2.5,87.0,68.0,77.5,0.62,71.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,25.27777777777778,16.60571645566576
2011,32,14.0,0.0,16.35555556,0.0,2.666666667,9.0,2.133333333,14.25454545,0.0,0.0,1.0,0,2.285714286,84.0,68.0,76.0,1.92,76.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,24.444444444444446,16.959188135908164
2011,33,14.0,0.0,8.0,0.0,2.666666667,9.257142857,4.266666667,18.32727273,0.0,0.0,1.0,0,2.285714286,84.0,65.0,74.5,1.34,76.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,23.61111111111111,16.175799152430038
2011,34,14.0,0.0,15.64444444,0.0,3.5555555560000003,26.74285714,6.4,13.23636364,0.0,0.0,4.0,0,3.428571429,81.0,66.0,73.5,1.34,75.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,23.055555555555557,15.46489110877272
2011,35,14.0,0.0,8.0,0.0,7.1111111110000005,9.0,3.2,10.18181818,0.0,0.0,1.0,0,2.0,82.0,60.0,71.0,3.14,66.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,21.666666666666668,12.564712847605188
2011,36,14.0,0.0,22.0,24.0,5.835294117999999,38.04878049,5.5,24.96,0.0,100.0,1.0,0,5.25,82.0,61.0,71.5,3.53,80.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,21.944444444444446,15.47618756272217
2011,37,14.0,0.0,29.65217391,24.61538462,35.01176471,17.56097561,9.9,7.68,0.0,100.0,1.0,0,5.25,79.0,59.0,69.0,0.01,62.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,20.555555555555557,11.065921150498616
2011,38,14.0,0.0,39.217391299999996,48.0,37.92941176,23.41463415,13.2,24.0,0.0,100.0,1.0,0,7.0,75.0,58.0,66.5,1.57,80.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,19.166666666666668,13.162121444834625
2011,39,10.0,0.0,19.13043478,23.38461538,45.22352941,40.97560976,15.4,15.36,0.0,100.0,1.0,0,10.5,79.0,66.0,72.5,1.41,80.0,130.9,60,0.2,0.0,0.0,0.1,0.0,1.1,22.5,15.979002456989166
2011,40,10.0,0.0,50.22346369,16.50943396,81.72972973,82.24137931,20.25,11.73913043,0.0,0.0,3.0,0,8.870967742000001,67.0,46.0,56.5,0.72,76.0,132.1,47,0.2,0.0,0.0,0.1,0.5,0.0,13.611111111111112,8.946763536089044
2011,41,11.0,9.09,16.20111732,23.11320755,68.10810811,36.55172414,15.75,18.0,0.0,0.0,3.0,0,8.870967742000001,72.0,54.0,63.0,2.16,81.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,17.22222222222222,11.873088302462152
2011,42,11.0,9.09,32.40223464,32.19339623,61.2972973,43.86206897,20.25,31.30434783,0.0,0.0,3.0,0,10.64516129,66.0,52.0,59.0,0.85,69.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.844061018382929
2011,43,11.0,9.09,25.11173184,82.54716981,64.7027027,45.68965517,19.125,16.63043478,0.0,0.0,3.0,0,8.870967742000001,53.0,38.0,45.5,1.73,76.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.082375890300847
2011,44,97.0,0.0,21.06145251,20.63679245,39.16216216,56.65517241,14.625,30.32608696,0.0,0.0,15.0,0,17.74193548,52.0,29.0,40.5,0.0,79.0,132.1,47,0.1,0.0,0.0,0.0,0.0,0.4,4.722222222222222,5.271030785419073
2011,45,138.0,0.0,40.0,38.95,30.37288136,36.0,11.25581395,18.07058824,0.0,0.0,3.0,0,7.1111111110000005,61.0,38.0,49.5,0.54,67.5,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,9.722222222222223,6.229756281577768
2011,46,123.0,0.0,38.66666667,38.95,24.67796610000001,36.0,11.25581395,12.04705882,0.0,0.0,2.666666667,0,5.333333333,58.0,37.0,47.5,0.83,55.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,8.61111111111111,4.728427722006533
2011,47,124.0,0.0,26.0,86.1,30.37288136,13.5,10.23255814,13.55294118,0.0,0.0,3.333333333,0,7.1111111110000005,55.0,38.0,46.5,1.34,66.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,8.055555555555555,5.4750259647635495
2011,48,128.0,0.0,25.33333333,41.0,26.57627119,34.5,11.25581395,20.32941176,0.0,0.0,6.0,0,12.44444444,55.0,33.5,44.25,0.87,56.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,6.805555555555556,4.284194914417701
2011,49,144.0,0.0,16.88888889,22.0,23.77142857,32.34042553,9.529411765,37.4,0.0,0.0,1.0,0,6.153846154,51.0,30.0,40.5,3.02,3.0,132.1,47,0.1,0.0,0.0,0.0,0.0,0.4,4.722222222222222,0.20016572602857244
2011,50,153.0,0.0,16.88888889,22.0,20.11428571,11.91489362,8.470588235,33.0,0.0,0.0,1.0,0,12.30769231,47.0,27.0,37.0,0.05,57.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,3.3400813225133064
2011,51,164.0,0.0,17.77777778,11.0,14.62857143,13.61702128,7.4117647060000005,17.6,0.0,0.0,4.0,0,9.230769231,47.0,32.0,39.5,0.68,59.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,3.7940509353784075
2011,52,163.0,0.61,28.44444444,11.0,5.485714286,22.12765957,10.58823529,22.0,0.0,0.0,1.0,0,12.30769231,43.0,25.0,34.0,0.81,63.0,132.1,47,0.1,0.0,0.0,0.0,0.0,0.4,1.1111111111111112,3.2972866883865493
2012,1,197.0,0.0,39.6484375,10.0,11.42857143,8.085106383,9.0,4.16,0.0,0.0,1.6666666669999999,0,11.89189189,50.0,27.0,38.5,0.08,41.0,132.1,47,0.1,0.0,0.0,0.0,0.2,0.0,3.611111111111111,2.5406421600687463
2012,2,205.0,0.98,49.21875,10.0,7.142857143,2.9787234039999997,9.0,13.52,0.0,0.0,1.0,0,10.81081081,44.0,28.0,36.0,0.8,52.0,132.1,47,0.1,0.0,0.0,0.0,0.0,0.7,2.2222222222222223,2.9349880600731715
2012,3,204.0,0.98,35.0,10.0,8.571428571,2.9787234039999997,9.0,15.08,0.0,0.0,1.6666666669999999,0,2.162162162,32.0,17.0,24.5,0.34,62.0,132.1,47,0.1,0.0,0.0,0.0,0.0,0.4,-4.166666666666667,2.2448573128256446
2012,4,222.0,2.25,36.9140625,10.0,5.714285714,2.9787234039999997,10.125,15.08,0.0,0.0,1.6666666669999999,0,9.72972973,44.0,34.0,39.0,0.82,65.0,132.1,47,0.0,0.0,0.0,0.0,0.0,0.0,3.8888888888888893,4.103250735276484
2012,5,127.0,3.94,49.21875,10.0,7.142857143,2.9787234039999997,7.875,17.16,0.0,0.0,1.0,0,5.405405405,45.0,30.0,37.5,0.0,45.0,132.1,47,0.1,0.0,0.0,0.1,0.0,0.0,3.055555555555556,2.6866182741771905
2012,6,177.0,2.26,18.82352941,11.0,2.133333333,16.0,7.179487179,38.4950495,9.0,88.0,8.0,0,7.2,47.0,25.0,36.0,0.0,43.0,132.1,47,0.1,0.0,0.0,0.1,0.0,0.0,2.2222222222222223,2.4270093573681994
2012,7,177.0,2.82,36.60130719,11.0,6.4,17.92,12.30769231,29.94059406,9.0,352.0,2.0,0,5.76,44.0,28.0,36.0,0.11,52.0,132.1,47,0.1,0.0,0.0,0.0,0.2,0.4,2.2222222222222223,2.9349880600731715
2012,8,158.0,2.53,57.51633987,11.0,5.333333333,17.92,13.33333333,16.03960396,9.0,88.0,2.0,0,8.64,45.0,32.0,38.5,0.55,58.0,132.1,47,0.2,0.0,0.0,0.1,0.0,0.7,3.611111111111111,3.5940791532679826
2012,9,192.0,5.21,47.05882353,44.0,2.133333333,28.16,7.179487179,23.52475248,9.0,88.0,2.0,0,14.4,42.0,27.0,34.5,0.97,79.0,132.1,47,0.4,0.0,0.0,0.0,0.0,2.5,1.3888888888888888,4.213749173564791
2012,10,186.0,9.14,26.35294118,0.0,7.1111111110000005,15.0,6.0,15.17241379,0.0,87.0,3.0,0,11.52941176,45.0,32.0,38.5,0.13,41.5,132.1,47,0.7,0.9,0.3,0.4,0.5,2.5,3.611111111111111,2.571625601045194
2012,11,187.0,16.04,17.88235294,0.0,4.0,20.86956522,8.4,19.218390799999998,0.0,87.0,3.0,0,6.5882352939999995,59.0,41.0,50.0,0.04,68.5,132.1,47,1.5,0.9,0.3,1.2,1.0,4.2,10.0,6.434542334298318
2012,12,226.0,20.8,17.88235294,0.0,5.333333333,20.86956522,4.8,27.31034483,0.0,87.0,3.0,0,3.2941176469999998,74.0,50.0,62.0,0.0,65.0,132.1,47,0.9,0.9,0.6,0.6,0.7,2.1,16.666666666666668,9.215508424054645
2012,13,180.0,15.56,17.88235294,0.0,3.5555555560000003,18.26086957,4.8,26.29885057,0.0,348.0,3.0,0,6.5882352939999995,53.0,37.0,45.0,0.31,54.0,132.1,47,0.7,0.0,0.3,0.6,1.0,1.4,7.222222222222222,4.2445870616089705
2012,14,183.0,15.85,23.75,0.0,3.0,5.0,6.923076922999999,9.065934066,10.0,0.0,1.904761905,0,13.61111111,56.0,33.0,44.5,0.1,25.5,132.1,47,1.3,0.9,0.3,0.5,1.7,4.6,6.944444444444445,1.9685480448092565
2012,15,234.0,20.51,73.75,0.0,4.0,6.666666667,8.076923077,7.252747253,10.0,0.0,2.0,0,9.722222222000001,61.0,41.0,51.0,0.07,40.0,132.1,47,1.8,0.9,0.0,0.5,2.0,7.4,10.555555555555555,3.89183933597249
2012,16,220.0,20.0,24.0,0.0,3.0,6.666666667,5.769230769,9.67032967,10.0,0.0,4.285714286,0,3.888888889,75.0,55.0,65.0,0.01,60.0,132.1,47,1.1,0.0,0.0,0.4,1.2,4.9,18.333333333333336,9.396915586701716
2012,17,195.0,16.41,22.5,0.0,2.0,5.0,4.615384615,9.065934066,10.0,0.0,1.904761905,0,5.833333333,60.0,41.0,50.5,2.72,59.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,10.277777777777779,5.640552246799399
2012,18,151.0,13.25,24.0,0.0,2.0,11.66666667,4.615384615,19.94505495,10.0,0.0,1.904761905,0,1.9444444440000002,61.0,48.0,54.5,0.71,76.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,12.5,8.352336902225202
2012,19,157.0,3.82,15.56756757,0.0,6.545454545,6.533333333,4.266666667,27.86666667,9.0,0.0,4.0,0,7.384615385,68.0,49.0,58.5,0.78,62.5,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,14.722222222222223,7.876357075525626
2012,20,189.0,5.29,16.0,0.0,3.0,14.0,4.266666667,13.93333333,9.0,0.0,4.0,0,2.461538462,73.0,53.0,63.0,0.85,68.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,17.22222222222222,9.96753092058551
2012,21,124.0,5.65,32.0,0.0,2.1818181819999998,7.0,3.2,13.93333333,9.0,0.0,2.0,0,3.692307692,78.0,60.0,69.0,0.49,80.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,20.555555555555557,14.278607936127246
2012,22,145.0,4.83,16.43243243,0.0,3.272727273,7.466666667,4.266666667,20.26666667,9.0,0.0,2.0,0,2.461538462,80.0,63.0,71.5,2.17,72.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,21.944444444444446,13.928568806449952
2012,23,120.0,0.83,40.72727273,0.0,1.0,5.0,4.923076923,18.70769231,0.0,0.0,0.0,0,5.333333333,76.0,53.0,64.5,0.22,67.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,18.055555555555557,10.321520051459435
2012,24,121.0,0.0,24.0,0.0,3.0,20.0,4.923076923,22.64615385,0.0,0.0,0.0,0,4.0,77.0,60.0,68.5,0.86,71.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,20.27777777777778,12.468464677425985
2012,25,102.0,0.98,27.63636364,0.0,1.0,5.0,3.692307692,14.76923077,0.0,0.0,0.0,0,2.666666667,86.0,64.0,75.0,1.34,64.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,23.88888888888889,13.838634965697132
2012,26,112.0,0.0,27.63636364,0.0,1.0,5.0,2.461538462,7.876923077000001,0.0,0.0,0.0,0,4.0,84.0,61.0,72.5,0.63,53.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,22.5,10.586089127755322
2012,27,107.0,0.0,10.0,11.0,17.5,13.33333333,4.0,20.51282051,0.0,0.0,0.0,0,1.25,90.0,68.0,79.0,0.27,53.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,26.11111111111111,12.988310604091888
2012,28,98.0,1.02,10.0,11.0,5.0,4.0,3.0,10.25641026,0.0,0.0,0.0,0,1.25,89.0,66.0,77.5,0.0,52.5,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,25.27777777777778,12.2788748439782
2012,29,88.0,0.0,16.66666667,11.0,5.0,4.0,1.0,10.0,0.0,0.0,0.0,0,1.25,87.0,70.0,78.5,0.7,62.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,25.833333333333336,14.959728436349845
2012,30,100.0,0.0,8.333333332999999,11.0,5.0,4.0,3.0,8.974358974,0.0,0.0,0.0,0,1.0,85.0,68.0,76.5,2.49,72.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,24.722222222222225,16.32078765267754
2012,31,121.0,0.0,25.0,11.0,7.5,6.666666667,4.0,10.25641026,0.0,0.0,0.0,0,1.25,84.0,66.0,75.0,0.49,77.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,23.88888888888889,16.64960769310436
2012,32,99.0,0.0,52.0,11.0,6.0,9.043478261,6.666666667,8.0,0.0,0.0,1.0,0,2.4,85.0,71.0,78.0,3.18,75.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,25.555555555555557,17.816981256915124
2012,33,111.0,0.9,26.0,11.0,6.0,16.95652174,4.0,5.333333333,0.0,0.0,1.0,0,3.6,85.0,65.0,75.0,1.28,71.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,23.88888888888889,15.352235665070255
2012,34,107.0,0.0,26.0,11.0,10.0,13.0,5.333333333,10.66666667,0.0,0.0,1.0,0,2.4,83.0,63.0,73.0,0.0,69.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,22.77777777777778,14.003260757365867
2012,35,98.0,1.02,52.0,44.0,10.0,26.0,8.0,6.0,0.0,0.0,1.0,0,3.6,86.0,61.0,73.5,0.19,61.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,23.055555555555557,12.578111435135146
2012,36,104.0,0.0,16.229508199999998,25.21186441,6.944444444,23.8410596,5.555555556,11.22641509,0.0,85.0,1.0,0,3.0,81.0,66.0,73.5,1.16,76.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,23.055555555555557,15.671089656889688
2012,37,97.0,0.0,30.6557377,35.0,24.30555556,35.7615894,7.407407407000001,5.613207547000001,0.0,211.0927152,1.6666666669999999,0,4.0,77.0,55.0,66.0,0.03,63.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,18.88888888888889,10.196663769150938
2012,38,134.0,0.0,22.0,75.63559322,20.83333333,33.11258278,9.259259259,36.88679245,0.0,85.0,1.6666666669999999,0,4.0,73.0,50.0,61.5,1.64,75.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,16.38888888888889,10.456995012795053
2012,39,145.0,0.0,10.81967213,48.94067797,34.72222222,64.90066225,13.88888889,20.04716981,0.0,85.0,1.0,0,6.0,69.0,53.0,61.0,1.18,76.0,132.1,47,0.9,0.0,0.0,0.5,0.2,4.2,16.11111111111111,10.420364131187226
