week,year,week_number,cough_medicine,flu_clinic,flu_shot,flu_vaccine,flu,influenza,oseltamivir,relenza,tamiflu,zanamivir
5/4/14,2014,18,25.2,0.0,2.0,7.2,7.636363636363637,25.4375,0.0,0.0,2.9473684210526314,0.0
5/11/14,2014,19,40.32,0.0,4.0,7.2,6.545454545454546,8.9375,0.0,0.0,2.9473684210526314,0.0
5/18/14,2014,20,18.48,0.0,2.0,4.8,5.454545454545454,4.8125,0.0,0.0,1.263157894736842,0.0
5/25/14,2014,21,21.0,0.0,2.0,4.8,4.363636363636363,4.8125,0.0,0.0,0.8421052631578947,0.0
6/1/14,2014,22,10.09009009009009,0.0,2.0,3.3333333333333335,3.333333333333333,11.194029850746269,0.0,0.0,1.6666666666666667,0.0
6/8/14,2014,23,11.35135135135135,0.0,2.0,2.0,4.166666666666667,13.432835820895521,0.0,0.0,1.0,0.0
6/15/14,2014,24,23.963963963963966,0.0,2.0,2.0,2.5,8.208955223880597,0.0,0.0,1.0,0.0
6/22/14,2014,25,11.981981981981983,0.0,2.0,6.666666666666667,2.5,11.194029850746269,0.0,0.0,3.3333333333333335,0.0
6/29/14,2014,26,12.612612612612613,0.0,6.0,2.0,2.5,5.970149253731343,0.0,0.0,1.0,0.0
7/6/14,2014,27,22.594594594594593,0.0,3.6923076923076925,9.0,3.5555555555555554,7.024390243902439,0.0,0.0,2.0,0.0
7/13/14,2014,28,21.405405405405407,0.0,1.8461538461538463,11.454545454545455,3.5555555555555554,6.146341463414634,0.0,0.0,4.0,0.0
7/20/14,2014,29,22.594594594594593,0.0,2.769230769230769,13.090909090909092,4.444444444444445,9.658536585365853,0.0,0.0,4.0,0.0
7/27/14,2014,30,21.405405405405407,0.0,3.6923076923076925,11.454545454545455,4.444444444444445,13.170731707317072,0.0,0.0,2.0,0.0
8/3/14,2014,31,9.956896551724139,18.0,3.7500000000000004,20.0,4.166666666666667,16.235955056179776,0.0,0.0,1.0,0.0
8/10/14,2014,32,9.956896551724139,18.0,7.0,20.3125,4.166666666666667,16.235955056179776,0.0,0.0,1.0,0.0
